,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
29,MSFT241122C00485000,2024-10-15 17:36:49+00:00,485.0,0.75,0.71,0.99,-0.13999999,-15.730335,11.0,29,0.28626202026367187,False,REGULAR,USD,2024-11-22
30,MSFT241122C00490000,2024-10-15 17:36:49+00:00,490.0,0.61,0.42,0.76,-0.060000002,-8.955224,6.0,16,0.28613995117187496,False,REGULAR,USD,2024-11-22
31,MSFT241122C00495000,2024-10-15 18:03:59+00:00,495.0,0.46,0.31,0.63,-0.08000001,-14.8148155,13.0,3,0.2902903002929687,False,REGULAR,USD,2024-11-22
32,MSFT241122C00500000,2024-10-09 19:45:26+00:00,500.0,0.8,0.26,0.53,0.0,0.0,,3,0.2951730639648437,False,REGULAR,USD,2024-11-22
33,MSFT241122C00505000,2024-10-09 15:56:35+00:00,505.0,0.47,0.14,0.46,0.0,0.0,,15,0.3012765185546875,False,REGULAR,USD,2024-11-22
34,MSFT241122C00520000,2024-10-11 14:11:37+00:00,520.0,0.14,0.07,0.31,0.0,0.0,,2,0.3193427441406249,False,REGULAR,USD,2024-11-22
0,MSFT241129C00370000,2024-10-15 19:32:02+00:00,370.0,52.3,52.35,53.7,2.2999992,4.5999985,3.0,1,0.37854625366210937,True,REGULAR,USD,2024-11-29
1,MSFT241129C00390000,2024-10-11 15:15:40+00:00,390.0,33.8,34.6,36.55,0.0,0.0,,1,0.3319158605957031,True,REGULAR,USD,2024-11-29
2,MSFT241129C00395000,2024-10-15 16:01:20+00:00,395.0,30.3,30.25,33.3,-3.6000023,-10.619475,1.0,11,0.33591362335205077,True,REGULAR,USD,2024-11-29
3,MSFT241129C00400000,2024-10-15 15:40:18+00:00,400.0,27.5,27.55,28.6,-3.5,-11.290322,8.0,0,0.30832600860595705,True,REGULAR,USD,2024-11-29
4,MSFT241129C00410000,2024-10-15 18:53:16+00:00,410.0,20.4,21.15,22.05,-1.9200001,-8.602151,3.0,12,0.2986825503540038,True,REGULAR,USD,2024-11-29
5,MSFT241129C00415000,2024-10-15 19:22:14+00:00,415.0,17.7,18.15,18.85,-1.5699997,-8.147378,12.0,37,0.2897409893798828,True,REGULAR,USD,2024-11-29
6,MSFT241129C00420000,2024-10-15 19:59:23+00:00,420.0,15.6,15.4,16.2,-1.25,-7.4183974,42.0,171,0.2864451239013671,False,REGULAR,USD,2024-11-29
7,MSFT241129C00425000,2024-10-15 16:19:44+00:00,425.0,12.4,12.9,14.45,-1.8500004,-12.982458,12.0,38,0.29456271850585936,False,REGULAR,USD,2024-11-29
8,MSFT241129C00430000,2024-10-15 18:53:16+00:00,430.0,10.69,10.75,11.55,-1.5100002,-12.377052,55.0,105,0.27893787475585935,False,REGULAR,USD,2024-11-29
9,MSFT241129C00435000,2024-10-15 13:38:43+00:00,435.0,9.13,8.9,9.4,-0.8699999,-8.699999,15.0,64,0.271918901977539,False,REGULAR,USD,2024-11-29
10,MSFT241129C00440000,2024-10-15 19:49:18+00:00,440.0,7.25,7.25,7.75,-1.0,-12.121212,16.0,144,0.2696606237792969,False,REGULAR,USD,2024-11-29
11,MSFT241129C00445000,2024-10-15 19:58:48+00:00,445.0,6.0,5.65,6.4,-0.75,-11.111111,4.0,33,0.2690807955932617,False,REGULAR,USD,2024-11-29
12,MSFT241129C00450000,2024-10-15 18:09:39+00:00,450.0,4.6,4.45,5.9,-0.73,-13.69606,45.0,96,0.28284408569335934,False,REGULAR,USD,2024-11-29
13,MSFT241129C00455000,2024-10-15 18:09:39+00:00,455.0,3.65,3.45,4.2,-0.6199999,-14.519904,30.0,364,0.266608896484375,False,REGULAR,USD,2024-11-29
14,MSFT241129C00460000,2024-10-15 18:33:03+00:00,460.0,2.95,2.92,3.4,-0.40999985,-12.202376,12.0,180,0.26673096557617193,False,REGULAR,USD,2024-11-29
15,MSFT241129C00465000,2024-10-15 19:06:18+00:00,465.0,2.25,2.14,2.51,-0.47000003,-17.279413,18.0,9,0.2599561309814453,False,REGULAR,USD,2024-11-29
16,MSFT241129C00470000,2024-10-15 19:37:59+00:00,470.0,1.77,1.82,2.17,-0.30999994,-14.903844,3.0,70,0.2664868273925781,False,REGULAR,USD,2024-11-29
17,MSFT241129C00475000,2024-10-14 19:23:12+00:00,475.0,1.64,1.42,1.83,0.0,0.0,9.0,10,0.27094234924316407,False,REGULAR,USD,2024-11-29
18,MSFT241129C00490000,2024-10-10 15:41:19+00:00,490.0,0.86,0.65,0.94,0.0,0.0,,1,0.2742992492675781,False,REGULAR,USD,2024-11-29
19,MSFT241129C00515000,2024-10-11 19:20:04+00:00,515.0,0.23,0.09,0.42,0.0,0.0,,1,0.29614961669921874,False,REGULAR,USD,2024-11-29
0,MSFT241220C00125000,2024-09-26 19:47:40+00:00,125.0,307.47,294.2,295.6,0.0,0.0,2.0,52,1.4262723999023437,True,REGULAR,USD,2024-12-20
1,MSFT241220C00130000,2024-04-26 13:33:12+00:00,130.0,281.44,301.0,305.4,0.0,0.0,1.0,13,2.4431191265869145,True,REGULAR,USD,2024-12-20
2,MSFT241220C00135000,2024-03-04 18:06:35+00:00,135.0,286.75,287.0,291.15,0.0,0.0,1.0,1,1.8020029431152342,True,REGULAR,USD,2024-12-20
3,MSFT241220C00140000,2023-12-22 15:57:20+00:00,140.0,238.61,266.05,270.45,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
4,MSFT241220C00145000,2023-09-13 13:35:42+00:00,145.0,197.0,188.0,192.15,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
5,MSFT241220C00150000,2023-10-02 19:50:04+00:00,150.0,178.15,201.05,205.45,0.0,0.0,3.0,5,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
6,MSFT241220C00155000,2023-11-14 14:38:39+00:00,155.0,220.0,221.0,225.55,0.0,0.0,1.0,9,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
7,MSFT241220C00160000,2024-05-06 15:30:27+00:00,160.0,253.29,265.5,269.4,0.0,0.0,44.0,54,1.762208220214844,True,REGULAR,USD,2024-12-20
8,MSFT241220C00165000,2023-11-03 17:56:30+00:00,165.0,197.0,214.0,218.4,0.0,0.0,1.0,6,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
9,MSFT241220C00170000,2023-11-10 18:13:25+00:00,170.0,205.44,209.0,213.5,0.0,0.0,11.0,13,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
10,MSFT241220C00175000,2024-07-10 17:05:53+00:00,175.0,292.85,231.55,235.8,0.0,0.0,2.0,349,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
11,MSFT241220C00180000,2024-09-30 13:49:36+00:00,180.0,248.93,239.6,241.5,0.0,0.0,1.0,162,1.103764246826172,True,REGULAR,USD,2024-12-20
12,MSFT241220C00185000,2023-11-10 16:50:08+00:00,185.0,190.76,195.0,200.0,0.0,0.0,10.0,176,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
13,MSFT241220C00190000,2024-10-10 14:21:12+00:00,190.0,226.15,227.95,231.55,0.0,0.0,2.0,165,0.9406744213867188,True,REGULAR,USD,2024-12-20
14,MSFT241220C00195000,2024-08-23 15:59:49+00:00,195.0,223.02,240.55,244.35,0.0,0.0,2.0,81,1.8455207919311523,True,REGULAR,USD,2024-12-20
15,MSFT241220C00200000,2024-10-09 13:30:11+00:00,200.0,216.72,218.05,221.75,0.0,0.0,10.0,971,0.9057626611328125,True,REGULAR,USD,2024-12-20
16,MSFT241220C00205000,2024-04-09 16:13:42+00:00,205.0,225.95,210.75,214.15,0.0,0.0,1.0,8,0.7504907763671875,True,REGULAR,USD,2024-12-20
17,MSFT241220C00210000,2024-09-17 13:43:33+00:00,210.0,233.0,208.55,211.8,0.0,0.0,1.0,117,0.883790224609375,True,REGULAR,USD,2024-12-20
18,MSFT241220C00215000,2024-10-07 16:27:30+00:00,215.0,201.3,204.95,205.7,0.0,0.0,1.0,64,0.8725598681640624,True,REGULAR,USD,2024-12-20
19,MSFT241220C00220000,2024-10-08 16:08:52+00:00,220.0,195.62,200.0,200.75,0.0,0.0,5.0,69,0.8507095007324219,True,REGULAR,USD,2024-12-20
20,MSFT241220C00225000,2024-10-10 15:20:57+00:00,225.0,192.11,195.05,195.8,0.0,0.0,4.0,97,0.8292253405761718,True,REGULAR,USD,2024-12-20
21,MSFT241220C00230000,2024-10-08 13:30:08+00:00,230.0,180.95,188.35,192.05,0.0,0.0,1.0,184,0.7824728784179689,True,REGULAR,USD,2024-12-20
22,MSFT241220C00235000,2024-07-26 14:12:27+00:00,235.0,190.24,183.65,186.45,0.0,0.0,1.0,87,0.743166630859375,True,REGULAR,USD,2024-12-20
23,MSFT241220C00240000,2024-09-18 18:39:46+00:00,240.0,196.6,180.2,180.95,0.0,0.0,2.0,183,0.7661156201171876,True,REGULAR,USD,2024-12-20
24,MSFT241220C00245000,2024-10-02 14:52:53+00:00,245.0,175.25,175.25,176.0,0.0,0.0,1.0,214,0.7454859436035157,True,REGULAR,USD,2024-12-20
25,MSFT241220C00250000,2024-09-25 15:28:35+00:00,250.0,184.19,168.55,172.45,0.0,0.0,1.0,156,0.7116728051757812,True,REGULAR,USD,2024-12-20
26,MSFT241220C00255000,2024-09-30 16:12:48+00:00,255.0,175.85,163.5,167.5,0.0,0.0,1.0,1082,0.6881134704589844,True,REGULAR,USD,2024-12-20
27,MSFT241220C00260000,2024-10-02 19:53:59+00:00,260.0,161.05,160.4,161.2,0.0,0.0,1.0,299,0.6864045031738282,True,REGULAR,USD,2024-12-20
28,MSFT241220C00265000,2024-10-11 15:44:50+00:00,265.0,153.3,153.75,157.45,0.0,0.0,1.0,261,0.649417568359375,True,REGULAR,USD,2024-12-20
29,MSFT241220C00270000,2024-10-02 14:52:53+00:00,270.0,150.65,148.8,152.75,0.0,0.0,1.0,273,0.63867548828125,True,REGULAR,USD,2024-12-20
30,MSFT241220C00275000,2024-10-08 18:13:01+00:00,275.0,140.82,143.9,146.35,0.0,0.0,1.0,407,0.5705609350585938,True,REGULAR,USD,2024-12-20
31,MSFT241220C00280000,2024-10-08 17:05:13+00:00,280.0,135.68,140.65,141.45,0.0,0.0,3.0,327,0.6104775280761721,True,REGULAR,USD,2024-12-20
32,MSFT241220C00285000,2024-09-18 17:56:04+00:00,285.0,151.1,133.8,136.45,0.0,0.0,1.0,376,0.5290574438476563,True,REGULAR,USD,2024-12-20
33,MSFT241220C00290000,2024-09-09 19:59:42+00:00,290.0,120.46,129.0,131.7,0.0,0.0,301.0,467,0.5242967492675781,True,REGULAR,USD,2024-12-20
34,MSFT241220C00295000,2024-10-07 18:42:04+00:00,295.0,119.3,125.9,127.35,0.0,0.0,1.0,217,0.5732464550781251,True,REGULAR,USD,2024-12-20
35,MSFT241220C00300000,2024-10-14 15:14:30+00:00,300.0,122.99,121.0,122.45,0.0,0.0,20.0,1868,0.5556685058593751,True,REGULAR,USD,2024-12-20
36,MSFT241220C00305000,2024-10-14 19:44:17+00:00,305.0,118.29,116.15,116.9,0.0,0.0,1.0,150,0.5246019219970703,True,REGULAR,USD,2024-12-20
37,MSFT241220C00310000,2024-10-08 18:23:42+00:00,310.0,110.08,111.25,112.7,3.459999,3.245169,1.0,216,0.5222215747070311,True,REGULAR,USD,2024-12-20
38,MSFT241220C00315000,2024-10-14 18:25:58+00:00,315.0,108.04,106.4,107.2,0.0,0.0,1.0,285,0.5091601818847658,True,REGULAR,USD,2024-12-20
39,MSFT241220C00320000,2024-10-11 18:01:33+00:00,320.0,98.02,101.55,103.5,0.0,0.0,1.0,391,0.5327195166015625,True,REGULAR,USD,2024-12-20
40,MSFT241220C00325000,2024-10-14 16:33:49+00:00,325.0,98.66,96.7,97.5,0.0,0.0,3.0,563,0.4762015270996094,True,REGULAR,USD,2024-12-20
41,MSFT241220C00330000,2024-10-14 19:50:09+00:00,330.0,94.55,91.9,92.6,0.0,0.0,2.0,551,0.4577690942382813,True,REGULAR,USD,2024-12-20
42,MSFT241220C00335000,2024-10-11 14:13:38+00:00,335.0,85.03,87.1,88.6,0.0,0.0,1.0,690,0.46698531066894533,True,REGULAR,USD,2024-12-20
43,MSFT241220C00340000,2024-10-15 17:36:35+00:00,340.0,81.0,82.35,83.05,-4.0,-4.7058825,1.0,324,0.42816733947753904,True,REGULAR,USD,2024-12-20
44,MSFT241220C00345000,2024-10-15 14:45:27+00:00,345.0,75.45,77.8,79.7,1.2799988,1.7257636,2020.0,2185,0.4513604669189454,True,REGULAR,USD,2024-12-20
45,MSFT241220C00350000,2024-10-15 16:55:12+00:00,350.0,71.63,73.15,73.6,-2.8700027,-3.8523526,1.0,1841,0.39942006835937505,True,REGULAR,USD,2024-12-20
46,MSFT241220C00355000,2024-10-14 19:38:35+00:00,355.0,70.25,68.5,69.7,0.0,0.0,2.0,763,0.404730073852539,True,REGULAR,USD,2024-12-20
47,MSFT241220C00360000,2024-10-15 17:51:45+00:00,360.0,63.13,62.0,65.15,-3.1899986,-4.8100104,1.0,1299,0.39197385375976557,True,REGULAR,USD,2024-12-20
48,MSFT241220C00365000,2024-10-14 15:36:31+00:00,365.0,57.49,59.5,60.6,-3.0599976,-5.053671,6.0,1039,0.37830211547851555,True,REGULAR,USD,2024-12-20
49,MSFT241220C00370000,2024-10-15 17:05:16+00:00,370.0,54.33,55.1,56.2,-3.9399986,-6.761625,5.0,990,0.3668276208496094,True,REGULAR,USD,2024-12-20
50,MSFT241220C00375000,2024-10-15 18:53:39+00:00,375.0,49.82,50.75,51.9,-2.6800003,-5.1047626,19.0,545,0.3561465753173828,True,REGULAR,USD,2024-12-20
51,MSFT241220C00380000,2024-10-15 17:41:47+00:00,380.0,45.45,45.6,47.0,-3.1800003,-6.5391736,1.0,1316,0.3329534478759766,True,REGULAR,USD,2024-12-20
52,MSFT241220C00385000,2024-10-15 15:32:32+00:00,385.0,41.2,42.5,43.65,-2.3999977,-5.504582,2.0,550,0.3368901760864258,True,REGULAR,USD,2024-12-20
53,MSFT241220C00390000,2024-10-15 15:14:15+00:00,390.0,37.75,38.6,39.8,-2.0,-5.0314465,16.0,762,0.32947447875976554,True,REGULAR,USD,2024-12-20
54,MSFT241220C00395000,2024-10-15 17:08:38+00:00,395.0,34.27,34.8,35.2,-3.2299995,-8.613332,3.0,895,0.3081734222412109,True,REGULAR,USD,2024-12-20
55,MSFT241220C00400000,2024-10-15 19:53:20+00:00,400.0,31.15,31.2,31.6,-0.6700001,-2.1055942,48.0,1860,0.3012460012817383,True,REGULAR,USD,2024-12-20
56,MSFT241220C00405000,2024-10-15 19:53:07+00:00,405.0,27.63,26.95,28.2,-1.0700016,-3.7282286,48.0,883,0.29505099487304687,True,REGULAR,USD,2024-12-20
57,MSFT241220C00410000,2024-10-15 19:57:30+00:00,410.0,24.38,23.5,26.2,-0.62000084,-2.4800034,107.0,3133,0.3067085931396484,True,REGULAR,USD,2024-12-20
58,MSFT241220C00415000,2024-10-15 19:50:41+00:00,415.0,21.7,21.7,21.95,-0.34999847,-1.5872947,279.0,2467,0.28327132751464834,True,REGULAR,USD,2024-12-20
59,MSFT241220C00420000,2024-10-15 19:54:40+00:00,420.0,18.9,18.9,19.1,-0.39999962,-2.072537,1722.0,5098,0.27735097656249996,False,REGULAR,USD,2024-12-20
60,MSFT241220C00425000,2024-10-15 19:58:21+00:00,425.0,16.4,16.4,18.3,-0.25,-1.5015016,508.0,3338,0.29755341125488277,False,REGULAR,USD,2024-12-20
61,MSFT241220C00430000,2024-10-15 19:58:43+00:00,430.0,14.0,14.1,15.15,-0.3800001,-2.6425598,977.0,4417,0.2818980502319336,False,REGULAR,USD,2024-12-20
62,MSFT241220C00435000,2024-10-15 19:43:40+00:00,435.0,12.05,11.05,13.05,-0.3000002,-2.4291513,314.0,1908,0.278327529296875,False,REGULAR,USD,2024-12-20
63,MSFT241220C00440000,2024-10-15 19:58:20+00:00,440.0,10.0,9.05,10.4,-0.6499996,-6.103283,301.0,13784,0.26355716918945316,False,REGULAR,USD,2024-12-20
64,MSFT241220C00445000,2024-10-15 19:52:11+00:00,445.0,8.5,7.6,9.6,-0.5,-5.5555553,103.0,2109,0.2739330419921875,False,REGULAR,USD,2024-12-20
65,MSFT241220C00450000,2024-10-15 19:59:36+00:00,450.0,7.05,6.6,7.25,-0.2999997,-4.081629,1974.0,18621,0.256843369140625,False,REGULAR,USD,2024-12-20
66,MSFT241220C00455000,2024-10-15 19:54:05+00:00,455.0,5.95,4.35,6.45,-0.4500003,-7.031255,85.0,9327,0.2624280300903321,False,REGULAR,USD,2024-12-20
67,MSFT241220C00460000,2024-10-15 19:57:36+00:00,460.0,4.8,4.6,5.0,-0.3499999,-6.796115,457.0,9311,0.2535169863891602,False,REGULAR,USD,2024-12-20
68,MSFT241220C00465000,2024-10-15 19:54:33+00:00,465.0,4.05,3.0,4.1,-0.1699996,-4.0284266,145.0,1103,0.2518690536499023,False,REGULAR,USD,2024-12-20
69,MSFT241220C00470000,2024-10-15 19:33:26+00:00,470.0,3.25,2.86,4.0,-0.1500001,-4.4117675,189.0,17020,0.26569337829589845,False,REGULAR,USD,2024-12-20
70,MSFT241220C00475000,2024-10-15 19:31:17+00:00,475.0,2.75,2.71,2.99,-0.1400001,-4.844294,1257.0,4659,0.25666026550292964,False,REGULAR,USD,2024-12-20
71,MSFT241220C00480000,2024-10-15 19:23:33+00:00,480.0,2.16,2.23,2.68,-0.16999984,-7.296131,1007.0,5111,0.2626416510009766,False,REGULAR,USD,2024-12-20
72,MSFT241220C00485000,2024-10-15 19:23:33+00:00,485.0,1.78,1.44,2.11,-0.120000005,-6.3157897,117.0,1236,0.25928475097656256,False,REGULAR,USD,2024-12-20
73,MSFT241220C00490000,2024-10-15 17:44:44+00:00,490.0,1.51,1.33,1.8,0.01999998,1.3422806,22.0,2078,0.26178716735839846,False,REGULAR,USD,2024-12-20
74,MSFT241220C00495000,2024-10-15 18:17:46+00:00,495.0,1.26,0.87,1.33,0.01999998,1.6129017,39.0,1842,0.25586681640625003,False,REGULAR,USD,2024-12-20
75,MSFT241220C00500000,2024-10-15 19:58:46+00:00,500.0,1.09,0.85,1.2,0.05000007,4.807699,116.0,3411,0.2617261328125,False,REGULAR,USD,2024-12-20
76,MSFT241220C00505000,2024-10-15 19:53:27+00:00,505.0,0.91,0.69,0.95,0.07000005,8.33334,97.0,1014,0.2603833728027344,False,REGULAR,USD,2024-12-20
77,MSFT241220C00510000,2024-10-15 19:55:44+00:00,510.0,0.74,0.55,0.78,-0.07999998,-9.756095,175.0,1066,0.2612378564453125,False,REGULAR,USD,2024-12-20
78,MSFT241220C00515000,2024-10-11 16:43:50+00:00,515.0,0.52,0.44,0.89,0.0,0.0,5.0,839,0.2782054602050781,False,REGULAR,USD,2024-12-20
79,MSFT241220C00520000,2024-10-15 14:23:14+00:00,520.0,0.55,0.34,0.6,0.07000002,14.583339,27.0,560,0.2690502783203125,False,REGULAR,USD,2024-12-20
80,MSFT241220C00525000,2024-10-15 17:13:44+00:00,525.0,0.49,0.26,0.55,0.100000024,25.641031,5.0,2191,0.27466545654296876,False,REGULAR,USD,2024-12-20
81,MSFT241220C00530000,2024-10-15 18:30:50+00:00,530.0,0.43,0.39,2.38,0.13,43.333332,5.0,891,0.37756970092773434,False,REGULAR,USD,2024-12-20
82,MSFT241220C00535000,2024-10-14 14:44:12+00:00,535.0,0.28,0.34,0.4,0.0,0.0,3.0,1701,0.2790599438476562,False,REGULAR,USD,2024-12-20
83,MSFT241220C00540000,2024-10-15 18:31:35+00:00,540.0,0.32,0.1,0.54,0.099999994,45.45454,10571.0,12375,0.30152065673828127,False,REGULAR,USD,2024-12-20
84,MSFT241220C00545000,2024-10-15 18:32:29+00:00,545.0,0.3,0.06,0.5,0.13000001,76.4706,22.0,75,0.30664755859375,False,REGULAR,USD,2024-12-20
85,MSFT241220C00550000,2024-10-15 16:33:47+00:00,550.0,0.25,0.1,0.27,0.11,78.57143,284.0,1164,0.2885813330078124,False,REGULAR,USD,2024-12-20
86,MSFT241220C00555000,2024-10-15 17:22:38+00:00,555.0,0.2,0.03,0.24,0.080000006,66.66668,1.0,125,0.2919992675781249,False,REGULAR,USD,2024-12-20
87,MSFT241220C00560000,2024-10-11 13:30:04+00:00,560.0,0.15,0.03,0.21,0.0,0.0,3.0,910,0.29492892578124996,False,REGULAR,USD,2024-12-20
88,MSFT241220C00565000,2024-10-15 19:36:53+00:00,565.0,0.16,0.03,0.19,0.06999999,77.77776,14.0,19,0.29883513671874995,False,REGULAR,USD,2024-12-20
89,MSFT241220C00570000,2024-10-15 17:28:52+00:00,570.0,0.15,0.02,0.17,0.060000002,66.666664,3.0,1148,0.30225307128906254,False,REGULAR,USD,2024-12-20
90,MSFT241220C00575000,2024-10-15 14:46:45+00:00,575.0,0.08,0.01,0.35,0.02,33.333336,100.0,536,0.33960621337890623,False,REGULAR,USD,2024-12-20
91,MSFT241220C00580000,2024-10-15 17:35:41+00:00,580.0,0.12,0.0,0.62,0.08,200.0,100.0,632,0.37756970092773434,False,REGULAR,USD,2024-12-20
92,MSFT241220C00585000,2024-10-15 16:41:19+00:00,585.0,0.1,0.0,0.33,0.05,100.0,1.0,7,0.3523013989257812,False,REGULAR,USD,2024-12-20
93,MSFT241220C00590000,2024-09-23 16:33:42+00:00,590.0,0.1,0.0,0.15,0.0,0.0,2.0,82,0.32617861328125,False,REGULAR,USD,2024-12-20
94,MSFT241220C00595000,2024-10-02 17:17:06+00:00,595.0,0.07,0.0,0.31,0.0,0.0,1.0,2,0.36426416992187505,False,REGULAR,USD,2024-12-20
95,MSFT241220C00600000,2024-10-15 19:02:13+00:00,600.0,0.08,0.01,0.08,0.04,100.0,2.0,2944,0.317389638671875,False,REGULAR,USD,2024-12-20
96,MSFT241220C00605000,2024-10-15 16:45:46+00:00,605.0,0.07,0.0,0.29,0.04,133.33333,1.0,10,0.3754945263671875,False,REGULAR,USD,2024-12-20
97,MSFT241220C00610000,2024-10-04 19:24:33+00:00,610.0,0.01,0.03,0.08,0.0,0.0,1.0,11,0.33008482421874996,False,REGULAR,USD,2024-12-20
98,MSFT241220C00615000,2024-10-15 17:00:50+00:00,615.0,0.07,0.0,0.28,-0.11000001,-61.111115,1.0,15,0.38794557373046873,False,REGULAR,USD,2024-12-20
99,MSFT241220C00620000,2024-10-15 17:53:24+00:00,620.0,0.05,0.01,0.05,0.04,399.99994,211.0,1322,0.327155166015625,False,REGULAR,USD,2024-12-20
100,MSFT241220C00625000,2024-10-15 17:50:01+00:00,625.0,0.03,0.0,0.27,0.02,200.0,1.0,6,0.39990834472656256,False,REGULAR,USD,2024-12-20
101,MSFT241220C00630000,2024-10-15 17:38:04+00:00,630.0,0.04,0.01,0.04,0.01,33.333336,50.0,15,0.3320379296875,False,REGULAR,USD,2024-12-20
102,MSFT241220C00635000,2024-09-30 18:54:13+00:00,635.0,0.02,0.0,0.26,0.0,0.0,1.0,3,0.4116269775390625,False,REGULAR,USD,2024-12-20
103,MSFT241220C00640000,2024-09-30 18:52:51+00:00,640.0,0.02,0.0,0.26,0.0,0.0,1.0,2568,0.41797457031249996,False,REGULAR,USD,2024-12-20
104,MSFT241220C00645000,2024-09-30 18:48:13+00:00,645.0,0.02,0.0,0.54,0.0,0.0,1.0,7,0.4670463452148438,False,REGULAR,USD,2024-12-20
105,MSFT241220C00660000,2024-10-11 17:32:33+00:00,660.0,0.01,0.0,0.05,0.0,0.0,1.0,342,0.37305314453125,False,REGULAR,USD,2024-12-20
106,MSFT241220C00675000,2024-09-23 14:25:21+00:00,675.0,0.01,0.0,0.75,0.0,0.0,1.0,3,0.5317429638671876,False,REGULAR,USD,2024-12-20
107,MSFT241220C00680000,2024-09-27 19:50:08+00:00,680.0,0.01,0.0,0.05,0.0,0.0,1.0,502,0.39453730468750003,False,REGULAR,USD,2024-12-20
108,MSFT241220C00685000,2024-10-07 16:06:30+00:00,685.0,0.02,0.0,0.52,0.0,0.0,100.0,211,0.5180712255859375,False,REGULAR,USD,2024-12-20
109,MSFT241220C00690000,2024-10-15 16:59:17+00:00,690.0,0.02,0.0,0.52,-0.030000001,-60.0,1.0,14,0.524418818359375,False,REGULAR,USD,2024-12-20
110,MSFT241220C00695000,2024-10-15 16:45:46+00:00,695.0,0.02,0.0,0.1,-0.02,-50.0,1.0,16,0.43848217773437503,False,REGULAR,USD,2024-12-20
111,MSFT241220C00700000,2024-10-15 16:44:28+00:00,700.0,0.02,0.0,0.02,0.0,0.0,1.0,177,0.38281867187499996,False,REGULAR,USD,2024-12-20
0,MSFT250117C00110000,2024-09-20 13:58:05+00:00,110.0,328.66,307.75,311.5,0.0,0.0,1.0,44,1.26172244140625,True,REGULAR,USD,2025-01-17
1,MSFT250117C00115000,2024-07-18 16:17:19+00:00,115.0,322.0,305.35,306.95,0.0,0.0,1.0,55,1.4460476916503908,True,REGULAR,USD,2025-01-17
2,MSFT250117C00120000,2024-08-05 19:07:33+00:00,120.0,276.0,289.6,293.15,0.0,0.0,1.0,261,1.0000000000000003e-05,True,REGULAR,USD,2025-01-17
3,MSFT250117C00125000,2024-10-04 15:24:56+00:00,125.0,292.8,292.95,296.7,0.0,0.0,1.0,44,1.1826212744140623,True,REGULAR,USD,2025-01-17
4,MSFT250117C00130000,2024-09-19 19:07:06+00:00,130.0,311.0,288.0,292.0,0.0,0.0,1.0,376,1.173832255859375,True,REGULAR,USD,2025-01-17
5,MSFT250117C00135000,2024-10-04 17:54:33+00:00,135.0,284.0,283.1,286.6,0.0,0.0,2.0,4,1.115238798828125,True,REGULAR,USD,2025-01-17
6,MSFT250117C00140000,2024-07-25 19:39:00+00:00,140.0,282.83,277.4,280.45,0.0,0.0,1.0,71,0.84961087890625,True,REGULAR,USD,2025-01-17
7,MSFT250117C00145000,2024-04-05 18:33:25+00:00,145.0,284.1,263.3,267.85,0.0,0.0,4.0,173,1.0000000000000003e-05,True,REGULAR,USD,2025-01-17
8,MSFT250117C00150000,2024-10-11 17:22:05+00:00,150.0,266.05,268.05,272.05,0.0,0.0,2.0,1598,1.0456590686035159,True,REGULAR,USD,2025-01-17
9,MSFT250117C00155000,2024-10-08 19:42:37+00:00,155.0,261.69,263.35,267.0,0.0,0.0,1.0,191,1.0302782861328126,True,REGULAR,USD,2025-01-17
10,MSFT250117C00160000,2024-10-01 13:51:29+00:00,160.0,263.9,258.45,262.65,0.0,0.0,14.0,186,1.041508698730469,True,REGULAR,USD,2025-01-17
11,MSFT250117C00165000,2024-08-06 13:41:28+00:00,165.0,236.5,0.0,0.0,0.0,0.0,1.0,505,1.0000000000000003e-05,True,REGULAR,USD,2025-01-17
12,MSFT250117C00170000,2024-07-08 16:51:49+00:00,170.0,299.37,236.85,238.2,0.0,0.0,1.0,1356,1.0000000000000003e-05,True,REGULAR,USD,2025-01-17
13,MSFT250117C00175000,2024-08-15 18:22:41+00:00,175.0,249.12,257.1,260.0,0.0,0.0,5.0,1028,1.5919820205688473,True,REGULAR,USD,2025-01-17
14,MSFT250117C00180000,2024-07-31 15:35:45+00:00,180.0,241.67,238.1,241.65,0.0,0.0,1.0,0,0.8530288134765626,True,REGULAR,USD,2025-01-17
15,MSFT250117C00185000,2024-06-27 14:22:30+00:00,185.0,275.5,242.4,245.45,0.0,0.0,2.0,396,1.3397860159301755,True,REGULAR,USD,2025-01-17
16,MSFT250117C00190000,2024-10-14 13:30:35+00:00,190.0,230.15,228.85,232.6,0.0,0.0,2.0,530,0.8864757446289062,True,REGULAR,USD,2025-01-17
17,MSFT250117C00195000,2024-09-17 13:59:57+00:00,195.0,247.35,223.9,228.1,0.0,0.0,1.0,837,0.8820812573242187,True,REGULAR,USD,2025-01-17
